restaurant_name,food_name,calories,protein_g,total_fat_g,sodium_mg,total_carbs_g,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,food_id,food_name_cn,description,allergens,local_image_path,scraped_date
Starbucks,"Perfect Bar, Peanut Butter",330,17,18,60,26,3,0,15,4,18,954113,,"Perfect Bar, Peanut Butter, Ground Organic Peanut Butter, Honey, Snack Bars, Snacks & Sweets",,,2026-02-04
Starbucks,"Steamed Milk, Venti",260,17,10,240,25,5,0,40,0,25,941526,,"Steamed Milk, Venti, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line the Cup w/ Caramel or Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Hot Drinks",,,2026-02-04
Starbucks,"SBC Milk, Grande",260,17,10,250,25,5,0,40,0,25,954358,,"SBC Milk, Grande, Choice of Adding Extra, Light, Regular or None: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line the Cup w/ Caramel Sauce, Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Milk, Cold Drinks",,,2026-02-04
Starbucks,"Turkey Bacon, Cheddar & Egg White Sandwich",230,17,5,560,28,2.5,0,20,3,2,950139,,"Turkey Bacon, Cheddar & Egg White Sandwich, Cage Free Egg Whites, Reduced Fat White Cheddar, Wheat English Muffin, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,"Turkey, Provolone & Pesto on Ciabatta",520,32,19,1190,53,6,0,70,3,3,954088,,"Turkey, Provolone & Pesto on Ciabatta, Thick Sliced Turkey Breast, Provolone, Dry Roasted Red Peppers, Basil Pesto on Ciabatta Roll, Choice of Adding Sriracha, Warm Sandwiches, Lunch",,,2026-02-04
Starbucks,Eggs & Gouda Protein Box,530,26,28,790,30,10,0,370,5,23,950147,,"Eggs & Gouda Protein Box, 2 Cage Free Hard Boiled Eggs, Gouda, Multigrain Crackers, Dried Apricots, Apples, Peanut Butter Spread, Salt, Pepper, Protein Boxes, Lunch",,,2026-02-04
Starbucks,Ham & Swiss on Baguette,480,24,23,1210,41,10,0,80,2,2,954087,,"Ham & Swiss on Baguette, Dijon Mustard, Choice of Adding Sriracha, Warm Sandwiches, Lunch",,,2026-02-04
Starbucks,Eggs & Cheddar Protein Box,470,23,25,470,41,8,0,385,6,21,950152,,"Eggs & Cheddar Protein Box, 2 Cage Free Hard Boiled Eggs, Sliced Tart Apples, Grapes, White Cheddar, Multrigrain Muesli Bread, Honey Peanut Butter, Protein Boxes, Lunch",,,2026-02-04
Starbucks,Crispy Grilled Cheese on Sourdough,520,21,27,1040,47,16,1,70,4,1,941435,,"Crispy Grilled Cheese on Sourdough, White Cheddar, Mozzarella, Sourdough, Parmesan Butter Spread, Choice of Adding Sriracha, Warm Sandwiches, Lunch",,,2026-02-04
Starbucks,"Double-Smoked Bacon, Cheddar & Egg Sandwich",500,21,27,960,43,13,0,225,2,8,124305,,"Double-Smoked Bacon, Cheddar & Egg Sandwich, Smoked Bacon, Cage Free Fried Egg, Sharp Cheddar Slice, Croissant Bun, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,Impossible Breakfast Sandwich,420,21,22,800,36,8,0,190,3,4,950138,,"Impossible Breakfast Sandwich, Impossible Sausage, Cage Free Fried Egg, Aged Cheddar, Artisan Sesame Ciabatta Bun, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,PB & J Protein Box,520,20,27,630,51,8,0,20,6,30,124329,,"PB & J Protein Box, Natural Peanut Butter, Strawberry Jam, Soft Honey Wheat Bread, String Cheese, Apples, Mini Carrots, Greek Yogurt Ranch Dip, Chocolate Covered Raisins, Protein Boxes, Lunch",,,2026-02-04
Starbucks,"Bacon, Sausage & Egg Wrap",640,28,33,1090,58,13,0,340,3,2,954075,,"Bacon, Sausage & Egg Wrap, Double Smoked Bacon, Pork Sausage, Cage Free Scrambled Eggs, Cheddar Cheese, Potatoes, Flour Tortilla, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,"Peppermint White Hot Chocolate, Venti",630,18,22,320,93,15,0.5,55,0,92,954175,,"Peppermint White Hot Chocolate, Venti, Choice of Extra, Regular, Light or No Steamed 2% Milk Foam, 2 Pumps Peppermint Syrup, 2 Pumps White Chocolate Mocha Sauce, Dark Chocolate Curls Topping, Whipped Cream, Choice of Adding:  Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line Cup w/ Caramel or Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Hot Drinks",,,2026-02-04
Starbucks,"Peppermint White Chocolate Mocha, Venti",620,18,21,300,93,14,0.5,55,0,91,954148,,"Peppermint White Chocolate Mocha, Venti, 2 Shot Signature Espresso Roast, 5 Pumps Peppermint Syrup, 5 Pumps White Chocolate Mocha Sauce, 2% Steamed Milk, Sweet Whipped Cream, Dark Chocolate Curls, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Mochas, Hot Coffees",,,2026-02-04
Starbucks,"Iced Peppermint White Chocolate Mocha, Venti",660,14,23,270,101,16,0.5,55,0,98,954265,,"Iced Peppermint White Chocolate Mocha, Venti, 2% Milk, Ice, 6 Pumps Peppermint Syrup, 6 Pumps White Chocolate Mocha Sauce, Dark Chocolate Curls, Whipped Cream, 3 Signature Espresso Roast Shot, Choice of Adding Extra, Light, Regular or None: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Cold Coffees",,,2026-02-04
Starbucks,Cheese Trio Protein Box,520,20,24,710,59,14,1,70,5,40,950148,,"Cheese Trio Protein Box, Brie, Gouda, Aged Sharp Cheddar, Olive Oil & Sea Salt Crackers, Dried Apricots, Cranberries, Protein Boxes, Lunch",,,2026-02-04
Starbucks,Cheese & Fruit Protein Box,470,20,28,770,37,16,1,75,3,17,23393,,"Cheese & Fruit Protein Box, Brie, Gouda, Aged Cheddar, Olive Oil & Sea Salt Crackers, Apples, Grapes, Protein Boxes, Lunch",,,2026-02-04
Starbucks,Cheddar & Uncured Salami Protein Box,470,20,31,810,31,11,0.5,60,3,14,950149,,"Cheddar & Uncured Salami Protein Box, Salami, Aged Sharp and White Cheddar, Olive Oil & Sea Salt Crackers, Dried Cranberries, Almonds, Walnuts, Pepitas, Protein Boxes, Lunch",,,2026-02-04
Starbucks,"White Hot Chocolate, Venti",540,19,22,330,69,15,0.5,60,0,68,941503,,"White Hot Chocolate, Venti, Choice of Extra, Regular, Light or No Steamed 2% Milk Foam, 5 Pumps White Chocolate Mocha Sauce, Whipped Cream, Choice of Adding:  Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line Cup w/ Caramel or Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Hot Drinks",,,2026-02-04
Starbucks,"White Chocolate Mocha, Venti",530,19,21,310,68,14,0.5,60,0,67,33802,,"White Chocolate Mocha, Venti, 2 Shot Signature Espresso Roast, 5 Pumps White Chocolate Mocha Sauce, Choice of Extra, Light, Regular or No Foam, Steamed 2% Milk, Sweetened Whipped Cream, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Mochas, Hot Coffees",,,2026-02-04
Starbucks,"Starbucks Reserve Hazelnut Bianco Latte, Venti",520,19,25,220,55,10,0,50,2,50,941731,,"Starbucks Reserve Hazelnut Bianco Latte, Venti, House-made Hazelnut- Praline Infused Milk, 3 Shots Small Lot Starbucks Reserve Espresso, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam,  Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Decaf Starbucks Reserve Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Hot Coffees",,,2026-02-04
Starbucks,"Toasted White Hot Chocolate, Venti",520,19,18,510,71,12,0.5,60,0,71,954180,,"Toasted White Hot Chocolate, Venti, Choice of Extra, Regular, Light or No Steamed 2% Milk Foam, White Pearls, 5 Pumps Toasted White Chocolate Mocha Sauce, Holiday Sugar Sparkles, Whipped Cream, Choice of Adding:  Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line Cup w/ Caramel or Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Hot Drinks",,,2026-02-04
Starbucks,"Toasted White Chocolate Mocha, Venti",510,19,18,490,70,11,0.5,55,0,69,954152,,"Toasted White Chocolate Mocha, Venti, 2 Shot Signature Espresso Roast, 5 Pumps Toasted White Chocolate Mocha Sauce, Choice of Extra, Light, Regular or No Foam, Caramelized White Chocolate, Steamed 2% Milk, Whipped Cream, Holiday Sugar Sparkles, White Pearls, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Mochas, Hot Coffees",,,2026-02-04
Starbucks,"Pumpkin Spice Crème, Venti",480,19,17,320,65,11,0.5,60,0,65,950029,,"Pumpkin Spice Crème, Venti, Pumpkin, Cinnamon, Nutmeg, Clove, Choice of Extra, Light, Regular or No Steamed 2% Milk Foam, 2 Pumps Pumpkin Sauce, Pumpkin Spice Topping, Whipped Cream, Choice of Adding:  Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Cinnamon Powder, Whipped Cream, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Line Cup w/ Caramel or Mocha Sauce, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Hot Drinks",,,2026-02-04
Starbucks,"Sausage, Cheddar & Egg Sandwich",480,18,29,890,34,10,0,165,1,2,949669,,"Sausage, Cheddar & Egg Sandwich, Sausage Patty, Cage Free Eggs, Aged Cheddar, English Muffin, Choice of Adding Sriracha, Breakfast Sandwiches & Wraps, Hot Breakfast",,,2026-02-04
Starbucks,"Pumpkin Spice Latte, Venti",470,18,16,300,65,10,0.5,60,0,63,949946,,"Pumpkin Spice Latte, Venti, 2 Shot Signature Espresso Roast, Choice of Extra, Regular, Light or No: Steamed 2% Milk Foam, 2 Pumps of Pumpkin Sauce, Pumpkin Spice Topping, Pumpkin, Cinnamon, Nutmeg, Clove, Whipped Cream, Pumpkin Pie Spices, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Lattes, Hot Coffees",,,2026-02-04
Starbucks,"Caffe Mocha, Venti",450,18,18,190,54,11,0.5,55,5,45,949694,,"Caffe Mocha, Venti, 2 Shot Signature Espresso Roast, Choice of Extra, Light, Regular or No Foam, 5 Pumps Mocha Sauce, Steamed 2% Milk, Sweetened Whipped Cream, Choice of Milk: 2% Milk, Almondmilk, Coconutmilk, Half & Half, Heavy Cream, Nonfat Milk, Oatmilk, Soymilk, Whole Milk, Vanilla Sweet Cream, Choice of Adding: Apple Brown Sugar, Brown Sugar Syrup, Caramel Syrup, Chestnut Praline Syrup, Cinnamon Dolce Syrup, Hazelnut Syrup, Irish Cream Syrup, Peppermint Syrup, Raspberry Syrup, Sugar Cookie Syrup, Toasted Vanilla Syrup, Toffee Nut Syrup, Vanilla Syrup, Sugar Free Vanilla Syrup, Caramel Brulee Sauce, Mocha Sauce, Dark Caramel Sauce, Pumpkin Sauce, Toasted White Chocolate Mocha Sauce, White Chocolate Mocha Sauce, Choice of Regular, Light, Extra, or No: Barista Cocoa Powder, Caramel Brulee Topping, Chestnut Praline Topping, Chocolate Curls Topping, Holiday Sugar Sparkles, Pumpkin Spice Topping, Red & Green Sprinkle Topping, Cinnamon Dolce Sprinkles, Caramel Drizzle, Mocha Drizzle, Spiced Apple Drizzle, Chocolate Cream Cold Foam, Irish Cream Cold Foam, Peppermint Chocolate Cream Cold Foam, Pumpkin Cream Cold Foam, Salted Caramel Cream Cold Foam, Vanilla Sweet Cream Cold Foam, Cinnamon Powder, Whipped Cream, Chocolate Malt Powder, Vanilla Bean Powder, Sugar, Sugar in The Raw, Honey, Splenda, Stevia in the Raw, Classic Syrup, Liquid Cane Sugar, Honey Blend, Chai, Add Espresso Shot: Signature Espresso Roast, Blonde Espresso Roast, Decaf Espresso Roast, 1/3 Decaf Espresso Roast, 1/2 Decaf Espresso Roast, 2/3 Decaf Espresso Roast, Ristretto or Long Shot, Line the Cup w/ Caramel or Mocha Sauce, Mochas, Hot Coffees",,,2026-02-04
Dunkin',"Iced Latte with Skim Milk, Large",130,12,0,180,20,0,0,5,0,18,27320,,"Iced Latte with Skim Milk, Large, Iced Latte, Permanent Products",,,2026-02-04
Dunkin',"Hot Latte with Skim Milk, Large",130,12,0,170,20,0,0,5,0,18,30834,,"Hot Latte with Skim Milk, Large, Hot Latte, Permanent Products",,,2026-02-04
Dunkin',Matcha Iced Latte with Skim Milk- Medium,180,11,0,125,34,0,0,5,1,32,945966,,"Matcha Iced Latte with Skim Milk- Medium, Iced Latte, Permanent Products",,,2026-02-04
Dunkin',Matcha Hot Latte with Skim Milk- Medium,180,11,0,115,34,0,0,5,1,32,945974,,"Matcha Hot Latte with Skim Milk- Medium, Hot Latte, Permanent Products",,,2026-02-04
Dunkin',Maple Sugar Snacking Bacon,190,10,12,500,10,4.5,0,35,0,9,946328,,"Maple Sugar Snacking Bacon, Snacking Bacon",,,2026-02-04
Dunkin',"Hot Latte with Skim Milk and Sugar, Medium",200,9,0,125,41,0,0,5,0,40,30830,,"Hot Latte with Skim Milk and Sugar, Medium, Hot Latte, Permanent Products",,,2026-02-04
Dunkin',"Iced Latte with Skim Milk and Sugar, Medium",200,9,0,135,41,0,0,5,0,40,94337,,"Iced Latte with Skim Milk and Sugar, Medium, Iced Latte, Permanent Products",,,2026-02-04
Dunkin',"Iced Latte with Whole Milk, Medium",170,9,9,135,14,5,0,25,0,13,27322,,"Iced Latte with Whole Milk, Medium, Iced Latte, Permanent Products",,,2026-02-04
